Table 1
State/Territory/Agency,District,School,City,Source Date,Source,Additional Info,Confirmed - Students,Confirmed - Staff,Confirmed - Undefined,Quarantined (Yes/No),Quarantine - Students,Quarantine - Staff,Quarantined - Undefined,Possible - Students,Possible - Staff,Possible - Undefined,Deaths - Students,Deaths - Staff
TEXAS,NEW SUMMERFIELD ISD,NEW SUMMERFIELD SCHOOL,NEW SUMMERFIELD,,https://www.newsummerfieldisd.org/cms/lib5/TX01917270/Centricity/Domain/4/positive%20test.pdf,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,NEW WAVERLY ISD,NEW WAVERLY H S,NEW WAVERLY,09/04/20,https://www.new-waverly.k12.tx.us/o/new-waverly/page/coronavirus-updates--12,I employee tested positive for COVID,,1,,,,,,,,,,
TEXAS,NEW WAVERLY ISD,NEW WAVERLY H S,NEW WAVERLY,09/08/20,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjv3I_s7NLrAhVMXq0KHfTnCK4QFjAAegQIARAD&url=https%3A%2F%2Fwww.new-waverly.k12.tx.us%2F&usg=AOvVaw3Y0QUUMc3HmOw2NEkGSQoI,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,NORTH EAST ISD,HARRIS MIDDLE,SAN ANTONIO,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",1 employee tested postiive for COVID from 8/5-8/19,,1,,,,,,,,,,
TEXAS,NORTH EAST ISD,LAS LOMAS EL,SAN ANTONIO,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",1 employee tested positive for COVID. Reported on 8/19,,1,,,,,,,,,,
TEXAS,NORTH EAST ISD,LONGS CREEK EL,SAN ANTONIO,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",3 employees tested postiive for COVID from 8/5-8/19,,3,,,,,,,,,,
TEXAS,NORTH EAST ISD,ROAN FOREST EL,SAN ANTONIO,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",2 custodians tested postiive for COVID from 8/5-8/19,,2,,,,,,,,,,
TEXAS,NORTH EAST ISD,WOOD MIDDLE,SAN ANTONIO,08/25/20,"https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",1 employee tested postiive for COVID from 8/5-8/19,,1,,,,,,,,,,
TEXAS,NORTH LAMAR ISD,,PARIS,08/03/20,https://www.kxii.com/2020/08/03/north-lamar-isd-staff-members-test-positive-for-covid-19/,3staff members have tested positive for COVID-19,,3,,,,,,,,,,
TEXAS,NORTHSIDE ISD,JAY H S,SAN ANTONIO,08/13/20,https://foxsanantonio.com/news/education/two-staffers-at-nisd-high-school-test-positive-for-covid-19,2 staff members tested positive for COVID-19. An uknown number of staff are in quarantine.,,2,,Yes,,multiple,,,,,,
TEXAS,NORTHSIDE ISD,LEON VALLEY EL,SAN ANTONIO,07/30/20,https://www.ksat.com/news/local/2020/07/30/northside-isd-cafeteria-worker-dies-of-covid-19/,1 staff member died.,,,,,,,,,,,,1
TEXAS,NORTHSIDE ISD,MARSHALL H S,SAN ANTONIO,08/13/20,https://foxsanantonio.com/news/education/two-staffers-at-nisd-high-school-test-positive-for-covid-19,1 staff member is in quarantine.,,,,Yes,,1,,,,,,
TEXAS,ORE CITY ISD,ORE CITY EL,ORE CITY,08/17/20,https://www.news-journal.com/news/local/ore-city-isd-sends-home-two-second-grade-classes-after-student-tests-positive-for-covid/article_a77bcf00-e0b8-11ea-bf32-37bc81ea1e71.html,1 student tested positive. 2 full classes of 2nd grade students were sent home due to possible exposure.,1,,,,,,,2 classes,,,,
TEXAS,OVERTON ISD,Administration,OVERTON,07/18/20,https://www.kltv.com/2020/07/18/overton-isd-will-close-administrative-offices-after-employee-tests-positive-covid-/,Closing admin offices because 1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,OVERTON ISD,OVERTON EL,OVERTON,08/26/20,https://www.cbs19.tv/article/news/local/overton-elementary-school-teacher-tests-positive-for-covid-19/501-ce2b700c-9fe9-4eb8-b327-201017358a57,1 Staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,PAMPA ISD,PAMPA H S,Pampa,09/02/20,"https://www.pampaisd.net/page/Pampa%20ISD%20COVID%20Information
https://www.pampaisd.net/upload/page/0784/PHS%20Notification%209.2.20.pdf",1 person tested positive for COVID.,,,1,,,,,,,,,
TEXAS,PAMPA ISD,PAMPA H S,Pampa,09/08/20,"https://www.pampaisd.net/page/Pampa%20ISD%20COVID%20Information
https://www.pampaisd.net/upload/page/0784/PHS%20Positive%20Notification%20Letter%20-2%20cases%209.8.20%20WEB%20POSTING.pdf",2 people tested positive for COVID,,,2,,,,,,,,,
TEXAS,PAMPA ISD,PAMPA H S,Pampa,09/11/20,https://www.pampaisd.net/upload/page/0784/PHS%20Positive%20Notification%209.11.20.pdf,An individual who was lab-confirmed to have COVID-19 was present on the campus of Pampa High School on 9/4/20,,,1,,,,,,,,,
TEXAS,PAMPA ISD,PAMPA H S,Pampa,09/14/20,"https://www.pampaisd.net/page/Pampa%20ISD%20COVID%20Information
https://www.pampaisd.net/upload/page/0784/PHS%20Positive%20Notification%209.14.20.pdf",An individual who was lab-confirmed to have COVID-19 was present on the campus of Pampa High School on 9/10/20,,,1,,,,,,,,,
TEXAS,PAMPA ISD,PAMPA H S,Pampa,09/18/20,"https://www.pampaisd.net/upload/page/0784/PHS%20Positive%20Notification_2nd_9.18.20.pdf
https://www.pampaisd.net/upload/page/0784/PHS%20Positive%20Notification%209.18.20.pdf",Two individuals (2 separate notices) who were lab-confirmed to have COVID-19 were present on the campus of Pampa High School on 9/16/20,,,2,,,,,,,,,
TEXAS,PAMPA ISD,PAMPA H S,Pampa,09/18/20,https://www.pampaisd.net/upload/page/0784/PHS%20Sept%2018%20Positive%203.pdf,An individual who was lab-confirmed to have COVID-19 was present on the campus of Pampa High School on 9/14/20,,,1,,,,,,,,,
TEXAS,PAMPA ISD,PAMPA J H,Pampa,,https://www.pampaisd.net/page/Pampa%20ISD%20COVID%20Information,An individual who was lab-confirmed to have COVID-19 was present on the campus of Pampa Junior High School on 9/17/20,,,1,,,,,,,,,
TEXAS,PAMPA ISD,,Pampa,09/16/20,https://www.pampaisd.net/upload/page/0784/Transportation%20Positive%20Notification%209.16.20.pdf,an individual who was lab-confirmed to have COVID-19 was present at Maintenance and Transportation on 9/14/20,,,1,,,,,,,,,
TEXAS,PASADENA ISD,DOBIE H S,HOUSTON,08/19/20,https://drive.google.com/file/d/1pyTMBc4lRCvFF9uH5uM92YFNs192IZMX/view?usp=sharing,1 teacher tested positive for COVD,,1,,,,,,,,,,
TEXAS,PASADENA ISD,DOBIE H S,HOUSTON,08/27/20,https://www.southbeltleader.com/Leader8-27-20.pdf,1 teacher tested positive for COVID,,1,,,,,,,,,,
TEXAS,PASADENA ISD,NELDA SULLIVAN MIDDLE,PASADENA,08/22/20,https://drive.google.com/file/d/11hOykkyJyK6CCtvwC2t1xQTDHothd217/view?usp=sharing,1empoyee tested positive for COVID,0,1,0,No,,,,0,0,0,,
TEXAS,PFLUGERVILLE ISD,CALDWELL EL,ROUND ROCK,09/16/20,https://sites.google.com/pfisd.net/pfisdcovid-19dashboard/home,1 active employee case on 9/16/20,,1,,,,,,,,,,
TEXAS,PFLUGERVILLE ISD,,ROUND ROCK,09/16/20,https://sites.google.com/pfisd.net/pfisdcovid-19dashboard/home,Pflugerville ISD District dashboard. Provides both district and campus counts of NEW lab-confirmed COVID-19 cases and exposures. This dashboard is updated weekly to correspond with weekly submissions to the Texas Education Agency.,1,1,,,,,,,,,,
TEXAS,PINE TREE ISD,PINE TREE J H,LONGVIEW,08/24/20,"https://www.cbs19.tv/amp/article/news/local/longview-pine-tree-isds-have-students-test-positive-for-covid-19/501-9e7c012a-c9c9-4502-86a2-da3e5c62b721?__twitter_impression=true
https://www.news-journal.com/longview-pine-tree-isds-have-students-test-positive-for-covid-19/article_a46cc204-e628-11ea-a55d-0b0fa4d05f58.html?utm_source=Longview%20News-Journal&utm_medium=referral&utm_campaign=Breaking%20News",1 student and 1 staff member tested positive for COVID,1,1,,,,,,,,,,
TEXAS,PINE TREE ISD,PINE TREE MIDDLE,LONGVIEW,08/19/20,https://www.news-journal.com/news/local/district-pine-tree-middle-school-staffer-with-covid-19-had-no-student-contact/article_e160fd9e-e22f-11ea-a796-87815874abad.html,1 confirmed case,,1,,,,,,,,,,
TEXAS,PINE TREE ISD,,LONGVIEW,08/14/20,https://www.facebook.com/rachel.allen.35728466/posts/2610526212546324,Report of 1 staff testing positive for COVID-19,,1,,,,,,,,,,
TEXAS,PLANO ISD,ADULT TRANSITION CENTER,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,All District Offices Admin Offices,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,10,,,,,,,,,,
TEXAS,PLANO ISD,ARMSTRONG MIDDLE,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,BOWMAN MIDDLE,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,C A MCMILLEN H S,MURPHY,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,CARPENTER MIDDLE,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,CLARK H S,PLANO,08/07/20,https://drive.google.com/file/d/1JxJoLk4T3Vft2EVA4Zwm_gLeI8V-gMIS/view,1 Staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,PLANO ISD,DAVIS EL,PLANO,08/07/20,https://www.dallasnews.com/news/education/2020/08/07/plano-special-education-students-asked-to-self-quarantine-after-being-exposed-to-covid-19-case-in-summer-school/,Someone involved with a special education program tested positive for COVID-19,,,1,,,,,,,,,
TEXAS,PLANO ISD,GULLEDGE EL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,HAUN EL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,HENDRICK MIDDLE,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,HICKEY EL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,ISAACS EARLY CHILDHOOD SCHOOL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,PLANO ISD,JASPER H S,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,MATHEWS EL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,PLANO ISD,MCCALL EL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,MEADOWS EL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,2,,,,,,,,,,
TEXAS,PLANO ISD,MENDENHALL EL,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,PLANO ISD,MITCHELL EL,DALLAS,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,1,,,,,,,,,,,
TEXAS,PLANO ISD,OTTO MIDDLE,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,1,1,,,,,,,,,,
TEXAS,PLANO ISD,PLANO EAST SR H S,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,PLANO SR H S,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,1,,,,,,,,,,
TEXAS,PLANO ISD,PLANO WEST SENIOR H S,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,RENNER MIDDLE,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,SCHIMELPFENIG MIDDLE,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,SHEPTON H S,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,3,1,,,,,,,,,,
TEXAS,PLANO ISD,VINES H S,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,2,,,,,,,,,,,
TEXAS,PLANO ISD,WILLIAMS H S,PLANO,09/16/20,https://www.pisd.edu/coviddashboard,District dashboard data current as of 9/16/2020,,1,,,,,,,,,,
TEXAS,PLANO ISD,,PLANO,,https://www.pisd.edu/coviddashboard,District dashboard notes cumulative cases for the District since 8/12/2020 and current cases for each school.,,,,,,,,,,,,
TEXAS,PLEASANT GROVE ISD,PLEASANT GROVE H S,TEXARKANA,08/13/20,"https://www.kens5.com/article/news/health/pleasanton-isd-football-program-shuts-down-after-student-tests-positive-for-covid-19-district-says/273-7623e1de-6833-4106-82ee-e0223a637f4f
https://www.expressnews.com/news/education/article/Coronavirus-cases-in-San-Antonio-schools-Navarro-15489371.php",Football program shut down due to infected student. Practice is scheduled to restart August 26.,1,,,,,,,,,,,
TEXAS,PLEASANT GROVE ISD,PLEASANT GROVE INT,TEXARKANA,08/13/20,https://www.texarkanagazette.com/news/texarkana/story/2020/aug/14/three-schools-here-report-one-positive-covid-19-test-each/837627/,1 staff members tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,PLEASANTON ISD,PLEASANTON H S,PLEASANTON,08/25/20,https://www.mysanantonio.com/news/local/slideshow/Coronavirus-cases-in-San-Antonio-schools-North-206700.php,1 football player tested positive for COVID. Reported on 8/12,1,,,,,,,,,,,
TEXAS,PORT NECHES-GROVES ISD,PORT NECHES EL,PORT NECHES,08/18/20,"https://www.12newsnow.com/article/news/local/outreach/back-to-school/port-neches-groves-teachers-in-quarantine-after-eating-together-1-positive-covid-19-test/502-3a121ed5-d50f-40be-929a-15affb769504
https://www.beaumontenterprise.com/news/article/Hardin-Jefferson-ISD-reports-13-coronavirus-cases-15506336.php","The elementary school started the year down 8 teachers because the group went out to eat and one of the participants tested positive for COVID. The other 7 are in quarantine,",,1,,Yes,,7,,,,,,
TEXAS,Private,Ascension Academy,Amarillo,08/24/20,https://www.myhighplains.com/news/ascension-academy-confirms-positive-cases-on-campus/?utm_campaign=socialflow&utm_medium=referral&utm_source=Facebook.com&fbclid=IwAR2dlfbHZ3XjHFlNOs62wjk-V287RaUsX13PXl48gKVWHziUtNV-zq5iwnY,Multiple positive COVID cases,,,,,,,,,,,,
TEXAS,Private,Family Education Days Homeschool Co-op,Midlothian,08/28/20,https://www.facebook.com/groups/350206902376576/permalink/716275352436394,1 confirmed case of COVID. FB page is set to private.,,,1,,,,,,,,,
TEXAS,Private,St. Michaels catholic acadamy,Austin,08/28/20,https://vimeo.com/452692633/5ca5db711d,,,,,,,,,,,,,
TEXAS,Private Preschool,INIC Preschool,Austin,08/05/20,https://www.kxan.com/news/coronavirus/remembering-claudia-bertaud-preschool-teacher-dies-from-covid-19-complications/,1 teacher died from COVID,,,,,,,,,,,,1
TEXAS,Private School,East Texas Montessori Prep,Longview,08/24/20,https://www.news-journal.com/longview-pine-tree-isds-have-students-test-positive-for-covid-19/article_a46cc204-e628-11ea-a55d-0b0fa4d05f58.html?utm_source=Longview%20News-Journal&utm_medium=referral&utm_campaign=Breaking%20News,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,Private school,Incarnate Word High School,San Antonio,07/17/20,https://news4sanantonio.com/news/local/incarnate-word-high-school-teacher-honored-after-dying-while-fighting-covid-19,Teacher died from COVID-19,,,,,,,,,,,,1
,PROSPER ISD,BILL HAYS MIDDLE,PROSPER,08/18/20,"https://www.nbcdfw.com/news/coronavirus/prosper-isd-confirms-three-covid-19-cases/2428216/
https://www.fox4news.com/news/prosper-isd-reports-3-covid-19-cases-in-second-week-of-school
https://krld.radio.com/articles/news/3-covid-cases-reported-at-prosper-isd-since-students-return
https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30",1 staff members have tested positive for COVID,,1,,,,,,,,,,
,PROSPER ISD,BILL HAYS MIDDLE,PROSPER,09/10/20,https://www.prosper-isd.net/domain/5970,1 active COVID case in the school. Dashboard cases current as of 9/14/20,,,1,,,,,,,,,
TEXAS,PROSPER ISD,Central Administration,PROSPER,08/18/20,"https://www.nbcdfw.com/news/coronavirus/prosper-isd-confirms-three-covid-19-cases/2428216/
https://www.fox4news.com/news/prosper-isd-reports-3-covid-19-cases-in-second-week-of-school
https://krld.radio.com/articles/news/3-covid-cases-reported-at-prosper-isd-since-students-return
https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30",1 staff members have tested positive for COVID,,1,,,,,,,,,,
,PROSPER ISD,CHARLES AND CINDY STUBER EL,PROSPER,09/10/20,https://www.prosper-isd.net/domain/5970,2 active COVID cases in the school. Dashboard cases current as of 9/14/20,,,2,,,,,,,,,
TEXAS,Prosper ISD,Hays Middle School,Prosper,08/26/20,https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30,1 positive case of COVID at the school,,,1,,,,,,,,,
TEXAS,PROSPER ISD,JIM AND BETTY HUGHES EL,MCKINNEY,08/18/20,"https://www.nbcdfw.com/news/coronavirus/prosper-isd-confirms-three-covid-19-cases/2428216/
https://www.fox4news.com/news/prosper-isd-reports-3-covid-19-cases-in-second-week-of-school
https://krld.radio.com/articles/news/3-covid-cases-reported-at-prosper-isd-since-students-return
https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30",1 staff members have tested positive for COVID,,1,,,,,,,,,,
TEXAS,PROSPER ISD,PROSPER H S,PROSPER,08/26/20,https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30,1 positive case of COVID at the school,,,1,,,,,,,,,
TEXAS,PROSPER ISD,R STEVE FOLSOM EL,PROSPER,09/10/20,https://www.prosper-isd.net/domain/5970,1 active COVID case in the school. Dashboard cases current as of 9/14/20,,,1,,,,,,,,,
TEXAS,PROSPER ISD,WINDSONG RANCH EL,PROSPER,08/26/20,https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30,1 positive case of COVID at the school,,,1,,,,,,,,,
TEXAS,PROSPER ISD,,PROSPER,08/26/20,https://www.prosper-isd.net/domain/5970,District dashboard. Data is updated weekly. Total number of active and postive cases.,,,,,,,,,,,,
TEXAS,RANDOLPH FIELD ISD,RANDOLPH H S,UNIVERSAL CITY,08/27/20,https://www.rfisd.net/apps/pages/index.jsp?uREC_ID=1821953&type=d&pREC_ID=2046492,1 student absent from school due to COVID symptoms.,,,,,,,,1,,,,
TEXAS,RANDOLPH FIELD ISD,,UNIVERSAL CITY,08/27/20,https://www.rfisd.net/apps/pages/index.jsp?uREC_ID=1821953&type=d&pREC_ID=2046492,District Dashboard,,,,,,,,,,,,
TEXAS,RED OAK ISD,EASTRIDGE EL,RED OAK,08/25/20,https://www.facebook.com/redoakisd/posts/3673964312622458,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,RED OAK ISD,RED OAK EL,RED OAK,08/31/20,https://www.facebook.com/redoakisd/posts/3692843647401191,1 confirmed case of COVID.,,,1,,,,,,,,,
TEXAS,RED OAK ISD,RED OAK H S,RED OAK,08/25/20,https://www.facebook.com/redoakisd/posts/3672522226100000,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,RED OAK ISD,RED OAK MIDDLE,RED OAK,08/25/20,https://www.facebook.com/redoakisd/posts/3672522226100000,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,RED OAK ISD,RED OAK MIDDLE,RED OAK,09/01/20,https://www.facebook.com/redoakisd/posts/3696262150392674,1 confirmed case of COVID.,,,1,,,,,,,,,
TEXAS,RED OAK ISD,WOODEN EL,RED OAK,08/27/20,https://www.facebook.com/redoakisd/posts/3680253515326871,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,REDWATER ISD,REDWATER H S,REDWATER,08/13/20,https://www.texarkanagazette.com/news/texarkana/story/2020/aug/14/three-schools-here-report-one-positive-covid-19-test-each/837627/,1 student tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,RICHARDSON ISD,ARAPAHO CLASSICAL MAGNET,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,BERKNER H S,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,4,,,,,,,,,
TEXAS,RICHARDSON ISD,BERKNER H S,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,BIG SPRINGS EL,GARLAND,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,BOWIE EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,CANYON CREEK EL,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,3,,,,,,,,,
TEXAS,RICHARDSON ISD,CAROLYN G BUKHAIR EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,DOBIE PRE-KINDERGARTEN SCHOOL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,FOREST MEADOW J H,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,4,,,,,,,,,
TEXAS,RICHARDSON ISD,LAKE HIGHLANDS EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,LAKE HIGHLANDS H S,DALLAS,08/23/20,https://lakehighlands.advocatemag.com/2020/08/7-coronavirus-cases-at-lhhs/,7 people tested positive for COVID after 2 weeks of athletic workouts,,,7,,,,,,,,,
TEXAS,RICHARDSON ISD,LAKE HIGHLANDS H S,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,14,,,,,,,,,
TEXAS,RICHARDSON ISD,MOSS HAVEN EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,NORTHLAKE EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,PEARCE H S,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,RICHARDSON H S,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,3,,,,,,,,,
TEXAS,RICHARDSON ISD,RICHARDSON HEIGHTS EL,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,RICHARDSON NORTH J H,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,RICHARDSON WEST J H,RICHARDSON,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,Richardson ISD,RISD Academy,,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,SKYVIEW EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,SPRING VALLEY EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,STULTS ROAD EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,THURGOOD MARSHALL EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,2,,,,,,,,,
TEXAS,RICHARDSON ISD,WALLACE EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,WESTWOOD MATH SCIENCE LEADERSHIP MAGNET,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,1,,,,,,,,,
TEXAS,RICHARDSON ISD,WHITE ROCK EL,DALLAS,09/16/20,https://student.risd.org/pub/c19,District dashboard data current as of 9/16/2020,,,5,,,,,,,,,
TEXAS,RICHARDSON ISD,,DALLAS,,https://student.risd.org/pub/c19,"District dashboard. Number of active cases, student and employee comibined, and total number of cases for the school year are listed. Data collection began on August 19, 2020",,,,,,,,,,,,
TEXAS,RIVER ROAD ISD,RIVER ROAD H S,AMARILLO,09/01/20,https://www.amarillo.com/news/20200901/river-road-high-school-student-tests-positive-for-covid-19,1 student tested positive for COVID.,1,,,,,,,,,,,
TEXAS,ROCHELLE ISD,ROCHELLE SCHOOL,ROCHELLE,08/18/20,https://www.google.com/amp/s/amp.gosanangelo.com/amp/3391802001,1 student tested positive; the rest of the football team were in quarantinw which tripled the amount of students using distance learning.,1,,,,16,,,,,,,
